Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Clinton,Mukilteo,16:35,16:38,16:52,05/01/2024,
Kitsap,Mukilteo,Clinton,17:10,17:10,17:23,05/01/2024,
Kitsap,Clinton,Mukilteo,17:35,17:38,17:52,05/01/2024,
Kitsap,Mukilteo,Clinton,18:10,18:10,18:23,05/01/2024,
Kitsap,Clinton,Mukilteo,18:35,18:36,18:51,05/01/2024,
Kitsap,Mukilteo,Clinton,19:05,19:05,19:19,05/01/2024,
Kitsap,Clinton,Mukilteo,19:35,19:36,19:50,05/01/2024,
Kitsap,Mukilteo,Clinton,20:05,20:05,20:18,05/01/2024,
Kitsap,Clinton,Mukilteo,20:30,20:32,20:48,05/01/2024,
Kitsap,Mukilteo,Clinton,21:00,21:00,21:13,05/01/2024,
Kitsap,Clinton,Mukilteo,21:30,21:31,21:46,05/01/2024,
Kitsap,Mukilteo,Clinton,22:00,22:00,22:13,05/01/2024,
Kitsap,Clinton,Mukilteo,22:30,22:30,22:43,05/01/2024,
Kitsap,Mukilteo,Clinton,23:00,23:00,23:12,05/01/2024,
Kitsap,Clinton,Mukilteo,23:30,23:30,23:43,05/01/2024,
Kitsap,Mukilteo,Clinton,00:00,00:00,00:13,05/02/2024,
Kitsap,Clinton,Mukilteo,00:30,00:30,00:43,05/02/2024,
Kitsap,Mukilteo,Clinton,01:05,01:05,01:18,05/02/2024,
Kitsap,Clinton,Mukilteo,04:40,04:41,04:54,05/02/2024,
Kitsap,Mukilteo,Clinton,05:05,05:05,05:18,05/02/2024,
Kitsap,Clinton,Mukilteo,05:30,05:31,05:44,05/02/2024,
Kitsap,Mukilteo,Clinton,06:00,06:00,06:13,05/02/2024,
Kitsap,Clinton,Mukilteo,06:30,06:32,06:45,05/02/2024,
Kitsap,Mukilteo,Clinton,07:00,07:01,07:14,05/02/2024,
Kitsap,Clinton,Mukilteo,07:30,07:32,07:45,05/02/2024,
Kitsap,Mukilteo,Clinton,08:00,08:02,08:16,05/02/2024,
Kitsap,Clinton,Mukilteo,08:30,08:31,08:44,05/02/2024,
Kitsap,Mukilteo,Clinton,09:00,09:00,09:15,05/02/2024,
Kitsap,Clinton,Mukilteo,09:30,09:33,09:45,05/02/2024,
Kitsap,Mukilteo,Clinton,10:00,10:01,10:15,05/02/2024,
Kitsap,Clinton,Mukilteo,10:30,10:34,10:48,05/02/2024,
Kitsap,Mukilteo,Clinton,11:00,11:04,11:19,05/02/2024,
Kitsap,Clinton,Mukilteo,11:30,11:38,11:52,05/02/2024,
Kitsap,Mukilteo,Clinton,12:00,12:10,12:23,05/02/2024,
Kitsap,Clinton,Mukilteo,12:30,12:42,12:55,05/02/2024,
Kitsap,Mukilteo,Clinton,13:00,13:12,13:25,05/02/2024,
Kitsap,Clinton,Mukilteo,13:30,13:49,14:01,05/02/2024,
