Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Edmonds,Kingston,19:00,19:01,19:23,04/15/2024,
Kaleetan,Kingston,Edmonds,19:45,19:45,20:09,04/15/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:53,04/15/2024,
Kaleetan,Kingston,Edmonds,05:30,05:33,05:55,04/16/2024,
Kaleetan,Edmonds,Kingston,06:15,06:16,06:38,04/16/2024,
Kaleetan,Kingston,Edmonds,07:00,07:02,07:25,04/16/2024,
Kaleetan,Edmonds,Kingston,07:55,07:58,08:21,04/16/2024,
Kaleetan,Kingston,Edmonds,08:40,08:43,09:07,04/16/2024,
Kaleetan,Edmonds,Kingston,09:35,09:40,10:03,04/16/2024,
Kaleetan,Kingston,Edmonds,10:20,10:25,10:48,04/16/2024,
Kaleetan,Edmonds,Kingston,11:05,11:08,11:31,04/16/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:21,04/16/2024,
Kaleetan,Edmonds,Kingston,12:40,12:45,13:07,04/16/2024,
Kaleetan,Kingston,Edmonds,13:30,13:30,13:54,04/16/2024,
Kaleetan,Edmonds,Kingston,14:25,14:25,14:49,04/16/2024,
Kaleetan,Kingston,Edmonds,15:10,15:10,15:33,04/16/2024,
Kaleetan,Edmonds,Kingston,15:55,15:56,16:17,04/16/2024,
Kaleetan,Kingston,Edmonds,16:40,16:40,17:02,04/16/2024,
Kaleetan,Edmonds,Kingston,17:25,17:26,17:47,04/16/2024,
Kaleetan,Kingston,Edmonds,18:10,18:10,18:32,04/16/2024,
Kaleetan,Edmonds,Kingston,19:00,19:01,19:23,04/16/2024,
Kaleetan,Kingston,Edmonds,19:45,19:46,20:08,04/16/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:55,04/16/2024,
Kaleetan,Kingston,Edmonds,05:30,05:31,05:53,04/17/2024,
Kaleetan,Edmonds,Kingston,06:15,06:17,06:40,04/17/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:24,04/17/2024,
Kaleetan,Edmonds,Kingston,07:55,08:00,08:22,04/17/2024,
Kaleetan,Kingston,Edmonds,08:40,08:44,09:07,04/17/2024,
Kaleetan,Edmonds,Kingston,09:35,09:37,09:59,04/17/2024,
Kaleetan,Kingston,Edmonds,10:20,10:21,10:44,04/17/2024,
Kaleetan,Edmonds,Kingston,11:05,11:05,11:28,04/17/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:19,04/17/2024,
Kaleetan,Edmonds,Kingston,12:40,12:43,13:05,04/17/2024,
Kaleetan,Kingston,Edmonds,13:30,13:31,13:53,04/17/2024,
Kaleetan,Edmonds,Kingston,14:25,14:29,14:50,04/17/2024,
Kaleetan,Kingston,Edmonds,15:10,15:16,15:38,04/17/2024,
Kaleetan,Edmonds,Kingston,15:55,15:57,16:19,04/17/2024,
Kaleetan,Kingston,Edmonds,16:40,16:40,17:04,04/17/2024,
Kaleetan,Edmonds,Kingston,17:25,17:26,17:47,04/17/2024,
Kaleetan,Kingston,Edmonds,18:10,18:11,18:33,04/17/2024,
Kaleetan,Edmonds,Kingston,19:00,19:01,19:24,04/17/2024,
Kaleetan,Kingston,Edmonds,19:45,19:47,20:09,04/17/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:53,04/17/2024,
Kaleetan,Kingston,Edmonds,05:30,05:32,05:54,04/18/2024,
