Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
WallaWalla,Bremerton,,23:40,23:41,00:00,04/23/2024,
WallaWalla,Colman,,00:50,00:50,00:00,04/24/2024,
WallaWalla,Bremerton,,06:20,06:22,00:00,04/24/2024,
WallaWalla,Colman,,07:35,07:37,00:00,04/24/2024,
WallaWalla,Bremerton,,08:45,08:49,00:00,04/24/2024,
WallaWalla,Colman,,10:00,10:01,00:00,04/24/2024,
WallaWalla,Bremerton,,11:10,11:12,00:00,04/24/2024,
WallaWalla,Colman,,12:20,12:22,00:00,04/24/2024,
WallaWalla,Bremerton,,13:30,13:32,00:00,04/24/2024,
WallaWalla,Colman,,14:50,14:53,00:00,04/24/2024,
WallaWalla,Bremerton,,16:15,16:17,00:00,04/24/2024,
WallaWalla,Colman,,17:30,17:31,00:00,04/24/2024,
WallaWalla,Bremerton,,18:40,18:41,00:00,04/24/2024,
WallaWalla,Colman,,19:50,19:50,00:00,04/24/2024,
WallaWalla,Bremerton,,21:00,21:01,00:00,04/24/2024,
WallaWalla,Colman,,22:30,22:31,00:00,04/24/2024,
WallaWalla,Bremerton,,23:40,23:41,00:00,04/24/2024,
WallaWalla,Colman,,00:50,00:51,00:00,04/25/2024,
WallaWalla,Bremerton,,06:20,06:23,00:00,04/25/2024,
WallaWalla,Colman,,07:35,07:37,00:00,04/25/2024,
WallaWalla,Bremerton,,08:45,08:47,00:00,04/25/2024,
WallaWalla,Colman,,10:00,10:02,00:00,04/25/2024,
WallaWalla,Bremerton,,11:10,11:12,00:00,04/25/2024,
WallaWalla,Colman,,12:20,12:22,00:00,04/25/2024,
WallaWalla,Bremerton,,13:30,13:32,00:00,04/25/2024,
WallaWalla,Colman,,14:50,14:55,00:00,04/25/2024,
WallaWalla,Bremerton,,16:15,16:17,00:00,04/25/2024,
WallaWalla,Colman,,17:30,17:33,00:00,04/25/2024,
WallaWalla,Bremerton,,18:40,18:41,00:00,04/25/2024,
WallaWalla,Colman,,19:50,19:52,00:00,04/25/2024,
WallaWalla,Bremerton,,21:00,21:00,00:00,04/25/2024,
WallaWalla,Colman,,22:30,22:32,00:00,04/25/2024,
WallaWalla,Bremerton,,23:40,23:41,00:00,04/25/2024,
WallaWalla,Colman,,00:50,00:51,00:00,04/26/2024,
WallaWalla,Bremerton,,06:20,06:21,00:00,04/26/2024,
WallaWalla,Colman,,07:35,07:37,00:00,04/26/2024,
WallaWalla,Bremerton,,08:45,08:48,00:00,04/26/2024,
WallaWalla,Colman,,10:00,10:02,00:00,04/26/2024,
WallaWalla,Bremerton,,11:10,11:12,00:00,04/26/2024,
WallaWalla,Colman,,12:20,12:23,00:00,04/26/2024,
WallaWalla,Bremerton,,13:30,13:32,00:00,04/26/2024,
WallaWalla,Colman,,14:50,14:52,00:00,04/26/2024,
WallaWalla,Bremerton,,16:15,16:17,00:00,04/26/2024,
WallaWalla,Colman,,17:30,17:32,00:00,04/26/2024,
WallaWalla,Bremerton,,18:40,18:41,00:00,04/26/2024,
WallaWalla,Colman,,19:50,19:51,00:00,04/26/2024,
WallaWalla,Bremerton,,21:00,21:01,00:00,04/26/2024,
WallaWalla,Colman,,22:30,22:32,00:00,04/26/2024,
WallaWalla,Bremerton,,23:40,23:42,00:00,04/26/2024,
WallaWalla,Colman,,00:50,00:51,00:00,04/27/2024,
WallaWalla,Bremerton,,06:20,06:21,00:00,04/27/2024,
WallaWalla,Colman,,07:35,07:38,00:00,04/27/2024,
