Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Colman,Bainbridge,21:20,21:21,21:56,04/17/2024,
Tacoma,Bainbridge,Colman,22:00,22:08,22:40,04/17/2024,
Tacoma,Colman,Bainbridge,22:50,22:52,23:25,04/17/2024,
Tacoma,Bainbridge,Colman,23:30,23:38,00:08,04/17/2024,
Tacoma,Colman,Bainbridge,00:15,00:19,00:52,04/18/2024,
Tacoma,Bainbridge,Colman,00:55,00:59,01:29,04/18/2024,
Tacoma,Colman,Bainbridge,01:35,01:38,02:11,04/18/2024,
Tacoma,Bainbridge,Colman,04:45,04:47,05:20,04/18/2024,
Tacoma,Colman,Bainbridge,05:30,05:32,06:04,04/18/2024,
Tacoma,Bainbridge,Colman,06:20,06:21,06:52,04/18/2024,
Tacoma,Colman,Bainbridge,07:05,07:07,07:40,04/18/2024,
Tacoma,Bainbridge,Colman,07:55,08:00,08:34,04/18/2024,
Tacoma,Colman,Bainbridge,08:45,08:50,09:27,04/18/2024,
Tacoma,Bainbridge,Colman,09:40,09:45,10:19,04/18/2024,
Tacoma,Colman,Bainbridge,10:40,10:40,11:18,04/18/2024,
Tacoma,Bainbridge,Colman,11:30,11:35,12:05,04/18/2024,
Tacoma,Colman,Bainbridge,12:25,12:27,13:08,04/18/2024,
Tacoma,Bainbridge,Colman,13:15,13:24,13:55,04/18/2024,
Tacoma,Colman,Bainbridge,14:05,14:28,15:03,04/18/2024,
Tacoma,Bainbridge,Colman,14:55,15:23,15:55,04/18/2024,
Tacoma,Colman,Bainbridge,15:50,16:19,16:50,04/18/2024,
Tacoma,Bainbridge,Colman,16:45,17:09,17:39,04/18/2024,
Tacoma,Colman,Bainbridge,17:45,18:03,18:35,04/18/2024,
Tacoma,Bainbridge,Colman,18:40,18:51,19:27,04/18/2024,
Tacoma,Colman,Bainbridge,19:30,19:43,20:21,04/18/2024,
Tacoma,Bainbridge,Colman,20:20,20:31,21:02,04/18/2024,
Tacoma,Colman,Bainbridge,21:20,21:26,22:01,04/18/2024,
Tacoma,Bainbridge,Colman,22:00,22:09,22:42,04/18/2024,
Tacoma,Colman,Bainbridge,22:50,22:51,23:23,04/18/2024,
Tacoma,Bainbridge,Colman,23:30,23:30,00:03,04/18/2024,
Tacoma,Colman,Bainbridge,00:15,00:16,00:47,04/19/2024,
Tacoma,Bainbridge,Colman,00:55,00:56,01:27,04/19/2024,
Tacoma,Colman,Bainbridge,01:35,01:36,02:08,04/19/2024,
Tacoma,Bainbridge,Colman,04:45,04:47,05:18,04/19/2024,
Tacoma,Colman,Bainbridge,05:30,05:31,06:02,04/19/2024,
Tacoma,Bainbridge,Colman,06:20,06:21,06:53,04/19/2024,
Tacoma,Colman,Bainbridge,07:05,07:06,07:44,04/19/2024,
Tacoma,Bainbridge,Colman,07:55,07:56,08:28,04/19/2024,
Tacoma,Colman,Bainbridge,08:45,08:46,09:18,04/19/2024,
Tacoma,Bainbridge,Colman,09:40,09:41,10:12,04/19/2024,
Tacoma,Colman,Bainbridge,10:40,10:42,11:13,04/19/2024,
Tacoma,Bainbridge,Colman,11:30,11:38,12:08,04/19/2024,
Tacoma,Colman,Bainbridge,12:25,12:35,13:06,04/19/2024,
Tacoma,Bainbridge,Colman,13:15,13:21,13:53,04/19/2024,
Tacoma,Colman,Bainbridge,14:05,14:17,14:49,04/19/2024,
Tacoma,Bainbridge,Colman,14:55,15:11,15:44,04/19/2024,
Tacoma,Colman,Bainbridge,15:50,16:12,16:42,04/19/2024,
Tacoma,Bainbridge,Colman,16:45,17:06,17:37,04/19/2024,
Tacoma,Colman,Bainbridge,17:45,18:07,18:38,04/19/2024,
Tacoma,Bainbridge,Colman,18:40,18:55,19:27,04/19/2024,
Tacoma,Colman,Bainbridge,19:30,19:46,20:18,04/19/2024,
Tacoma,Bainbridge,Colman,20:20,20:31,21:02,04/19/2024,
